Nb;CostH1yr;CostMRR1yr;CostYRR1yr;CostH3yr;CostMRR3yr;CostYRR3yr1yr;CostYRR3yr;ODH;ODMRR;ODYRR;SnapG/M;gp2G/M;gp3G/M;io1G/M;st1G/M;s3<50T;s3<450T;s3>500T;glacierG/M;Ec2Type;CPU;RAM;SAPS;Hana;S/4;BW/4;PROD;OS;Region Code;Region Name
1273;0,2233;163,02;1956,22;0,1617;118,05;1416,57;4249,72;0,3345;244,22;2930,58;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;r5.xlarge;4;32;5782;0;0;0;0;SUSE;eu-central-2;Europe (Zurich)
1274;2,3224;1695,37;20344,48;1,6036;1170,62;14047,39;42142,18;3,5403;2584,44;31013,23;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;r6i.12xlarge;48;384;73519;1;1;1;1;SUSE;eu-central-2;Europe (Zurich)
1275;3,0795;2248,02;26976,29;2,1227;1549,57;18594,89;55784,68;4,6848;3419,89;41038,67;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;r6i.16xlarge;64;512;98025;1;1;1;1;SUSE;eu-central-2;Europe (Zurich)
1276;4,5936;3353,33;40239,92;3,161;2307,5;27689,97;83069,92;6,9737;5090,8;61089,56;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;r6i.24xlarge;96;768;147038;1;0;1;1;SUSE;eu-central-2;Europe (Zurich)
1277;0,4298;313,74;3764,86;0,3058;223,21;2678,52;8035,57;0,6792;495,8;5949,61;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;r6i.2xlarge;8;64;12253;0;0;0;0;SUSE;eu-central-2;Europe (Zurich)
1278;6,1077;4458,64;53503,62;4,1992;3065,42;36785,05;110355,16;9,2626;6761,7;81140,46;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;r6i.32xlarge;128;1024;196050;1;0;1;1;SUSE;eu-central-2;Europe (Zurich)
1279;0,8083;590,06;7080,77;0,5653;412,69;4952,31;14856,94;1,2514;913,53;10962,33;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;r6i.4xlarge;16;128;24506;0;0;0;0;SUSE;eu-central-2;Europe (Zurich)
1280;1,5654;1142,72;13712,59;1,0845;791,65;9499,81;28499,44;2,3959;1748,98;20987,78;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;r6i.8xlarge;32;256;49013;1;1;0;1;SUSE;eu-central-2;Europe (Zurich)
1281;0,116;84,69;1016,34;0,0841;61,42;737,07;2211,2;0,1912;139,6;1675,15;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;r6i.large;2;16;3063;0;0;0;0;SUSE;eu-central-2;Europe (Zurich)
1282;6,1077;4458,64;53503,62;4,1992;3065,42;36785,05;110355,16;9,2626;6761,7;81140,46;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;r6i.metal;128;1024;203600;0;0;0;0;SUSE;eu-central-2;Europe (Zurich)
1283;0,232;169,4;2032,75;0,1683;122,84;1474,14;4422,41;0,3343;244,03;2928,34;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;r6i.xlarge;4;32;6127;0;0;0;0;SUSE;eu-central-2;Europe (Zurich)
1284;19,1523;13981,19;167774,22;10,0052;7303,78;87645,38;262936,14;31,1028;22705,06;272460,76;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;u-3tb1.56xlarge;224;3072;237750;1;1;1;1;SUSE;eu-central-2;Europe (Zurich)
1285;38,2534;27924,95;335099,41;19,9641;14573,83;174885,95;524657,84;62,0987;45332,05;543984,63;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;u-6tb1.112xlarge;448;6144;475500;1;1;1;1;SUSE;eu-central-2;Europe (Zurich)
1286;32,5188;23738,71;284864,48;16,9742;12391,19;148694,32;446082,96;52,793;38538,91;462466,87;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;u-6tb1.56xlarge;224;6144;380770;1;1;1;1;SUSE;eu-central-2;Europe (Zurich)
1287;5,4583;3984,56;47814,69;2,8649;2091,4;25096,82;75290,46;8,8946;6493,07;77916,81;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;x2idn.16xlarge;64;1024;98025;1;1;1;1;SUSE;eu-central-2;Europe (Zurich)
1288;8,1618;5958,13;71497,56;4,2743;3120,24;37442,9;112328,69;13,2884;9700,56;116406,78;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;x2idn.24xlarge;96;1536;147038;1;1;1;1;SUSE;eu-central-2;Europe (Zurich)
1289;10,8653;7931,7;95180,43;5,6837;4149,08;49788,9;149366,71;17,6823;12908,06;154896,74;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;x2idn.32xlarge;128;2048;196050;1;1;1;1;SUSE;eu-central-2;Europe (Zurich)
1290;10,8653;7931,7;95180,43;5,6837;4149,08;49788,9;149366,71;17,6823;12908,06;154896,74;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;x2idn.metal;128;2048;203600;0;0;0;0;SUSE;eu-central-2;Europe (Zurich)
1291;10,8653;7931,7;95180,43;5,6837;4149,08;49788,9;149366,71;17,6823;12908,06;154896,74;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;x2iedn.16xlarge;64;2048;94500;0;0;0;0;SUSE;eu-central-2;Europe (Zurich)
1292;16,2724;11878,85;142546,16;8,5024;6206,75;74480,98;223442,95;26,4699;19323,06;231876,67;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;x2iedn.24xlarge;96;3072;141750;1;1;1;1;SUSE;eu-central-2;Europe (Zurich)
1293;1,403;1024,2;12290,39;0,7509;548,15;6577,77;19733,32;2,3039;1681,83;20181,91;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;x2iedn.2xlarge;8;256;11813;0;0;0;0;SUSE;eu-central-2;Europe (Zurich)
1294;21,6794;15825,99;189911,9;11,3211;8264,42;99173,07;297519,2;35,2576;25738,05;308856,59;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;x2iedn.32xlarge;128;4096;189000;1;1;1;1;SUSE;eu-central-2;Europe (Zurich)
1295;2,7548;2010,99;24131,82;1,4556;1062,57;12750,81;38252,44;4,5008;3285,57;39426,85;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;x2iedn.4xlarge;16;512;23625;0;0;0;0;SUSE;eu-central-2;Europe (Zurich)
1296;5,4583;3984,56;47814,69;2,8649;2091,4;25096,82;75290,46;8,8946;6493,07;77916,81;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;x2iedn.8xlarge;32;1024;47250;0;0;0;0;SUSE;eu-central-2;Europe (Zurich)
1297;21,6794;15825,99;189911,9;11,3211;8264,42;99173,07;297519,2;35,2576;25738,05;308856,59;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;x2iedn.metal;128;4096;195580;0;0;0;0;SUSE;eu-central-2;Europe (Zurich)
1298;0,7187;524,62;6295,43;0,3908;285,31;3423,76;10271,29;1,1466;837,04;10044,48;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;x2iedn.xlarge;4;128;5906;0;0;0;0;SUSE;eu-central-2;Europe (Zurich)
1299;0,2789;203,62;2443,4;0,2024;147,72;1772,59;5317,77;0,4684;341,9;4102,82;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;t3.2xlarge;8;32;0;0;0;0;0;SUSE;eu-central-2;Europe (Zurich)
1300;0,0783;57,15;685,8;0,0583;42,53;510,42;1531,25;0,1385;101,12;1213,46;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;t3.large;2;8;0;0;0;0;0;SUSE;eu-central-2;Europe (Zurich)
1301;0,0499;36,41;436,96;0,0388;28,29;339,53;1018,58;0,0933;68,14;817,72;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;t3.medium;2;4;0;0;0;0;0;SUSE;eu-central-2;Europe (Zurich)
1302;0,0071;5,18;62,21;0,0049;3,56;42,72;128,17;0,0113;8,24;98,94;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;t3.micro;2;1;0;0;0;0;0;SUSE;eu-central-2;Europe (Zurich)
1303;0,0036;2,62;31,48;0,0025;1,81;21,74;65,21;0,0056;4,12;49,47;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;t3.nano;2;0,5;0;0;0;0;0;SUSE;eu-central-2;Europe (Zurich)
1304;0,025;18,24;218,86;0,0194;14,18;170,14;510,42;0,0494;36,04;432,47;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;t3.small;2;2;0;0;0;0;0;SUSE;eu-central-2;Europe (Zurich)
1305;0,1567;114,36;1372,35;0,1165;85,07;1020,83;3062,5;0,2289;167,08;2004,94;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;t3.xlarge;4;16;0;0;0;0;0;SUSE;eu-central-2;Europe (Zurich)
1306;2,7362;1997,44;23969,33;2,0851;1522,13;18265,56;54796,68;3,952;2884,99;34619,87;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;c5.18xlarge;72;144;95400;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1307;0,3286;239,84;2878,12;0,2567;187,38;2248,53;6745,59;0,4637;338,53;4062,34;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;c5.2xlarge;8;16;10600;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1308;0,6083;444,08;5329,02;0,4637;338,53;4062,34;12187,03;0,8779;640,83;7689,97;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;c5.4xlarge;16;32;21200;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1309;1,3681;998,72;11984,67;1,0421;760,75;9129,03;27387,1;1,9756;1442,18;17306,19;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;c5.9xlarge;36;72;47700;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1310;0,0821;59,96;719,53;0,0642;46,84;562,13;1686,4;0,1164;84,94;1019,33;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;c5.large;2;4;2650;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1311;0,1643;119,92;1439,06;0,1283;93,69;1124,27;3372,8;0,2319;169,26;2031,17;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;c5.xlarge;4;8;5300;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1312;4,6074;3363,43;40361,11;3,1058;2267,27;27207,21;81621,64;6,542;4775,63;57307,54;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;i3en.12xlarge;48;384;69385;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1313;9,2149;6726,85;80722,23;6,2117;4534,54;54414,43;163243,28;13,0848;9551,88;114622,57;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;i3en.24xlarge;96;768;138770;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1314;0,7923;578,37;6940,46;0,5425;395,99;4751,89;14255,68;1,1149;813,84;9766,12;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;i3en.2xlarge;8;64;11564;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1315;1,1516;840,7;10088,4;0,7769;567,13;6805,55;20416,65;1,6359;1194,22;14330,63;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;i3en.3xlarge;12;96;17346;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1316;2,3041;1682,03;20184,31;1,5529;1133,63;13603,61;40810,82;3,271;2387,81;28653,77;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;i3en.6xlarge;24;192;34693;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1317;0,1985;144,91;1738,86;0,1352;98,69;1184,23;3552,68;0,2789;203,62;2443,4;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;i3en.large;2;16;2891;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1318;9,2149;6726,85;80722,23;6,2117;4534,54;54414,43;163243,28;13,0848;9551,88;114622,57;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;i3en.metal;96;768;143230;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1319;0,3961;289,19;3470,23;0,2712;198;2375,95;7127,84;0,5579;407,23;4886,81;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;i3en.xlarge;4;32;5782;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1320;3,4558;2522,73;30272,71;2,5916;1891,89;22702,66;68107,98;5,0652;3697,58;44370,99;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;i4i.12xlarge;384;384;73519;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1321;4,6074;3363,43;40361,11;3,4549;2522,1;30265,21;90795,64;6,7533;4929,9;59158,83;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;i4i.16xlarge;64;512;98025;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1322;6,9112;5045,16;60541,97;5,1827;3783,36;45400,3;136200,89;10,1301;7394,97;88739,59;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;i4i.24xlarge;768;768;147038;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1323;0,6006;438,46;5261,56;0,4569;333,53;4002,38;12007,15;0,8684;633,96;7607,53;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;i4i.2xlarge;8;64;12253;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1324;9,0835;6630,95;79571,36;6,7788;4948,55;59382,56;178147,67;13,3754;9764,02;117168,2;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;i4i.32xlarge;128;1024;196050;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1325;1,1516;840,7;10088,4;0,8642;630,84;7570,05;22710,15;1,6881;1232,32;14787,83;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;i4i.4xlarge;16;128;24506;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1326;2,3041;1682,03;20184,31;1,7275;1261,05;15132,61;45397,82;3,3771;2465,26;29583,16;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;i4i.8xlarge;32;256;49013;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1327;0,1497;109,3;1311,64;0,1138;83,07;996,85;2990,55;0,2173;158,65;1903,76;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;i4i.large;2;16;3063;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1328;9,0831;6630,67;79567,98;6,779;4948,64;59383,68;178151,04;13,3757;9764,24;117170,9;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;i4i.metal;128;1024;203600;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1329;0,3003;219,23;2630,78;0,2284;166,77;2001,19;6003,58;0,4346;317,29;3807,51;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;i4i.xlarge;4;32;6127;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1330;2,08;1518,38;18220,59;1,5658;1143;13716,03;41148,1;3,0408;2219,8;26637,59;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m5.12xlarge;48;192;67615;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1331;2,773;2024,3;24291,62;2,0877;1524;18288,04;54864,13;4,0547;2959,94;35519,28;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m5.16xlarge;64;256;90153;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1332;4,16;3036,76;36441,18;3,1315;2286,01;27432,07;82296,2;6,0825;4440,22;53282,67;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m5.24xlarge;96;384;135230;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1333;0,3713;271,07;3252,87;0,2858;208,61;2503,36;7510,09;0,5313;387,87;4654,46;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m5.2xlarge;8;32;11269;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1334;0,693;505,92;6071,03;0,5219;381;4572,01;13716,03;1,0139;740,14;8881,69;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m5.4xlarge;16;64;22538;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1335;1,3869;1012,46;12149,56;1,0438;762;9144,02;27432,07;2,0278;1480,28;17763,39;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m5.8xlarge;32;128;45077;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1336;0,0924;67,46;809,47;0,071;51,84;622,09;1866,28;0,1326;96,81;1161,74;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m5.large;2;8;2817;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1337;4,16;3036,76;36441,18;3,1315;2286,01;27432,07;82296,2;6,0825;4440,22;53282,67;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m5.metal;96;384;142000;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1338;0,1857;135,54;1626,44;0,1429;104,31;1251,68;3755,05;0,2661;194,25;2330,98;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m5.xlarge;4;16;5535;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1339;2,1619;1578,16;18937,94;1,6218;1183,93;14207,19;42621,56;3,0412;2220,05;26640,58;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m6i.12xlarge;48;192;74280;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1340;2,8825;2104,22;25250,62;2,1624;1578,57;18942,89;56828,67;4,0549;2960,06;35520,78;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m6i.16xlarge;64;256;99040;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1341;4,3237;3156,33;37875,96;3,2437;2367,86;28414,37;85243,12;6,0823;4440,1;53281,17;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m6i.24xlarge;96;384;148560;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1342;0,385;281,02;3372,2;0,2949;215,31;2583,71;7751,13;0,5315;388;4655,96;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m6i.2xlarge;8;32;12380;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1343;5,6336;4112,5;49349,99;4,1934;3061,22;36734,61;110203,83;7,9783;5824,19;69890,31;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m6i.32xlarge;128;512;198080;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1344;0,7206;526,06;6312,67;0,5406;394,64;4735,7;14207,11;1,0137;740,02;8880,19;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m6i.4xlarge;16;64;24760;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1345;1,4412;1052,11;12625,35;1,0812;789,29;9471,48;28414,45;2,0274;1480,03;17760,39;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m6i.8xlarge;32;128;49520;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1346;0,0962;70,25;843,05;0,0737;53,83;645,93;1937,78;0,1329;97;1163,99;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m6i.large;2;8;3095;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1347;0,1925;140,51;1686,1;0,1475;107,65;1291,86;3875,57;0,2658;194;2327,98;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m6i.xlarge;4;16;6190;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1348;2,4757;1807,22;21686,7;1,837;1341;16092,06;48276,17;3,6691;2678,45;32141,39;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m6id.12xlarge;48;192;74280;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1349;3,3009;2409,63;28915,57;2,4493;1788;21456;64368;4,8921;3571,27;42855,18;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m6id.16xlarge;64;256;99040;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1350;4,9513;3614,45;43373,4;3,674;2682;32184,04;96552,11;7,3382;5356,9;64282,78;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m6id.24xlarge;96;384;148560;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1351;0,4372;319,19;3830,3;0,3308;241,49;2897,83;8693,49;0,6362;464,4;5572,76;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m6id.2xlarge;8;32;12380;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1352;6,4703;4723,33;56679,97;4,7672;3480,07;41760,82;125282,47;9,6529;7046,59;84559,12;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m6id.32xlarge;128;512;198080;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1353;0,8252;602,41;7228,87;0,6123;447;5364,02;16092,06;1,223;892,82;10713,8;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m6id.4xlarge;16;64;24760;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1354;1,6504;1204,82;14457,82;1,2247;894;10728,04;32184,11;2,4461;1785,63;21427,59;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m6id.8xlarge;32;128;49520;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1355;0,1093;79,8;957,57;0,0827;60,37;724,48;2173,43;0,159;116,1;1393,19;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m6id.large;2;8;3095;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1356;0,2186;159,6;1915,15;0,1654;120,75;1448,95;4346,86;0,3181;232,2;2786,38;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m6id.xlarge;4;16;6190;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1357;3,1158;2274,51;27294,08;2,0785;1517,3;18207,55;54622,64;4,6852;3420,16;41041,97;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m6idn.12xlarge;48;192;74280;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1358;4,1543;3032,67;36392,08;2,7713;2023,06;24276,7;72830,11;6,2469;4560,22;54722,63;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m6idn.16xlarge;64;256;99040;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1359;6,2315;4549,01;54588,09;4,157;3034,58;36415,02;109245,06;9,3703;6840,33;82083,94;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m6idn.24xlarge;96;384;148560;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1360;0,5439;397,07;4764,86;0,3711;270,87;3250,48;9751,43;0,8055;588,02;7056,19;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m6idn.2xlarge;8;32;12380;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1361;8,1773;5969,41;71632,92;5,4112;3950,17;47402,09;142206,26;12,3623;9024,5;108294,01;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m6idn.32xlarge;128;512;198080;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1362;1,0386;758,17;9098;0,6928;505,76;6069,16;18207,47;1,5617;1140,05;13680,66;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m6idn.4xlarge;16;64;24760;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1363;2,0772;1516,33;18196;1,3857;1011,53;12138,31;36414,94;3,1234;2280,11;27361,31;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m6idn.8xlarge;32;128;49520;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1364;0,136;99,27;1191,2;0,0928;67,72;812,62;2437,86;0,2014;147;1764,05;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m6idn.large;2;8;3095;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1365;0,272;198,54;2382,47;0,1855;135,44;1625,24;4875,71;0,4028;294,01;3528,09;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m6idn.xlarge;4;16;6190;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1366;2,8169;2056,36;24676,27;1,8956;1383,82;16605,84;49817,53;4,2108;3073,89;36886,69;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m6in.12xlarge;48;192;74280;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1367;3,7559;2741,8;32901,62;2,5275;1845,09;22141,13;66423,38;5,6144;4098,52;49182,25;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m6in.16xlarge;64;256;99040;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1368;5,6338;4112,71;49352,46;3,7913;2767,64;33211,69;99635,07;8,4216;6147,78;73773,37;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m6in.24xlarge;96;384;148560;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
1369;0,4941;360,71;4328,57;0,3406;248,62;2983,5;8950,5;0,7264;530,3;6363,64;0,0505;0,1224;0,0977;0,1532;0,0556;0,0231;0,0221;0,0212;0,0038;m6in.2xlarge;8;32;12380;0;0;0;0;RHEL;eu-central-2;Europe (Zurich)
